edge_id:int,source_node_id:int,target_node_id:int,label_id:int,down_flow:string,up_flow:string,date:string,count:string,visit_duration:string
41187,62,5782,2,379153,135592,43,39,82349
41188,8,5782,2,34633,16832,25,15,7309
41189,78,5782,2,40,80,5,2,701
41190,37,5782,2,26197,11327,14,25,25790
41191,95,5782,2,45885,14897,29,6,13605
41192,22,5782,2,46871,13179,24,18,21275
41193,22,5782,2,60072,14852,37,7,10229
41194,41,5782,2,48849,27668,9,47,48429
41195,24,5782,2,727,2095,12,2,2006
41196,24,5782,2,84626,23915,1,37,34621
41197,95,5782,2,304491,66637,27,4,3433
41198,57,5782,2,47057,5232,2,12,7529
41199,99,5782,2,11341,3261,27,5,101
41200,78,5782,2,24168,3559,17,5,4489
41201,15,5782,2,339,300,25,3,2353
41202,0,5782,2,200,172,14,4,3237
41203,99,5782,2,165905,33316,5,53,48383
41204,28,5782,2,164,216,28,1,780
41205,62,5782,2,5301,1366,38,1,0
41206,28,5782,2,234,66,3,1,43
41207,52,5782,2,1031,328,23,5,10991
41208,80,5782,2,80,252,21,2,795
41209,8,5782,2,139974,38000,14,61,48747
41210,24,5782,2,10399,3374,28,6,9890
41211,21,5782,2,39097,12415,22,20,16532
41212,24,5782,2,5581,1381,43,1,1850
41213,41,5782,2,80,92,12,1,931
41214,95,5782,2,2456589,595108,45,41,50648
41215,25,5782,2,879,823,20,2,2320
41216,49,5782,2,40,40,11,1,235
41217,22,5782,2,395626,90462,19,42,68737
41218,16,5782,2,182,92,12,1,1574
41219,42,5782,2,27148,5709,44,4,12511
41220,22,5782,2,389613,29951,34,4,2686
41221,24,5782,2,110924,23215,24,30,18518
41222,37,5782,2,30480,10071,15,15,26981
41223,81,5782,2,25465,7368,3,9,8447
41224,8,5782,2,60158,19328,32,10,10687
41225,95,5782,2,225760,65037,20,76,63386
41226,95,5782,2,912987,215268,24,193,267385
41227,95,5782,2,94614,27437,32,15,27332
41228,99,5782,2,147904,32691,42,10,27255
41229,22,5782,2,399092,12071,36,6,9009
41230,25,5782,2,12535,5879,28,7,5521
41231,95,5782,2,353353,70889,30,21,35797
41232,98,5782,2,245442,38601,32,6,4123
41233,82,5782,2,164,216,14,1,1679
41234,22,5782,2,24199,8549,39,3,5955
41235,7,5782,2,7780,2252,25,4,3832
41236,62,5782,2,31690,8051,2,14,11908
41237,24,5782,2,355547,37295,9,64,53903
41238,95,5782,2,8013775,1821685,38,105,244081
41239,30,5782,2,160,104,26,1,248
41240,24,5782,2,2725839,121144,13,115,114446
41241,95,5782,2,22781,9937,36,5,15596
41242,4,5782,2,200,0,21,1,0
41243,8,5782,2,241780,58550,19,97,78502
41244,43,5782,2,9452,1370,9,2,3653
41245,95,5782,2,36959007,602288,42,29,69955
41246,42,5782,2,27303,5896,45,4,5063
41247,99,5782,2,5900,2900,22,3,6290
41248,62,5782,2,182007,48344,28,74,95212
41249,22,5782,2,186962,26439,26,12,15341
41250,8,5782,2,16641,4905,38,3,3596
41251,57,5782,2,120,120,8,2,1187
41252,98,5782,2,11082548,278808,31,1,4196
41253,62,5782,2,30903,7908,25,14,9499
41254,3,5782,2,20698,7500,26,10,14047
41255,8,5782,2,634190,68436,18,77,81930
41256,62,5782,2,27258,7472,30,4,8535
41257,99,5782,2,11761,3031,34,2,0
41258,62,5782,2,109534,28214,15,55,37836
41259,8,5782,2,16230,4899,45,3,8809
41260,62,5782,2,6591,1793,35,2,5981
41261,8,5782,2,187483,47916,10,62,94581
41262,30,5782,2,460,52,27,2,966
41263,44,5782,2,0,1040,22,1,821
41264,62,5782,2,102364,20630,26,22,26079
41265,7,5782,2,479,231,13,1,0
41266,32,5782,2,82715,47129,38,5,14722
41267,37,5782,2,10426,2762,18,7,7279
41268,22,5782,2,1532854,170765,17,91,131875
41269,62,5782,2,72991,18618,10,21,18728
41270,30,5782,2,240,208,25,2,666
41271,18,5782,2,6935,840,6,2,1862
41272,15,5782,2,9423,1845,27,2,94
41273,99,5782,2,15460,4707,21,6,15692
41274,76,5782,2,35121,6910,1,6,4492
41275,8,5782,2,5723,1808,44,1,0
41276,77,5782,2,217,66,21,1,99
41277,10,5782,2,2669,1800,28,2,0
41278,28,5782,2,164,216,1,1,1031
41279,6,5782,2,9564,2627,1,4,3559
41280,24,5782,2,170103,3908,32,1,5811
41281,95,5782,2,97764,32594,40,14,29950
41282,24,5782,2,234681,42618,18,73,66455
41283,47,5782,2,42366,9755,1,15,6970
41284,99,5782,2,90787,31789,45,10,22773
41285,24,5782,2,78321,18916,2,35,22125
41286,52,5782,2,359,212,18,2,2773
41287,8,5782,2,14740,3286,22,6,4434
41288,95,5782,2,106912,30309,37,14,19207
41289,82,5782,2,17995,3731,6,2,127
41290,62,5782,2,140208,36317,27,46,51716
41291,62,5782,2,38425,8835,19,14,9988
41292,24,5782,2,11332,3103,39,2,10106
41293,24,5782,2,528202,44754,17,70,47738
41294,37,5782,2,1011,872,11,3,3170
41295,62,5782,2,14120,2870,9,4,4403
41296,62,5782,2,57865,13425,13,14,16033
41297,33,5782,2,0,40,7,1,0
41298,10,5782,2,6125,2700,27,5,7770
41299,57,5782,2,80,156,11,1,474
41300,8,5782,2,105956,30898,7,50,49226
41301,42,5782,2,6868,2646,27,6,4589
41302,99,5782,2,5913,2424,32,1,0
41303,62,5782,2,159810,38140,14,47,37652
41304,31,5782,2,2088,2506,22,5,2738
41305,67,5782,2,12887,2697,6,4,7877
41306,24,5782,2,6372,1426,33,1,0
41307,69,5782,2,6628,2607,6,6,3576
41308,24,5782,2,67744,17634,5,28,17425
41309,67,5782,2,5516,817,43,1,4022
41310,8,5782,2,65424,18455,16,28,41848
41311,26,5782,2,40,40,5,1,525
41312,95,5782,2,320978271,5998293,17,261,355819
41313,24,5782,2,40777,9591,3,18,8733
41314,8,5782,2,10332,4604,20,8,4209
41315,37,5782,2,246006,89304,16,112,174128
41316,24,5782,2,231087,33471,34,6,6408
41317,62,5782,2,40,40,7,1,732
41318,44,5782,2,1587,1195,8,4,2602
41319,7,5782,2,650,713,26,2,1424
41320,30,5782,2,694960,57480,19,29,62278
41321,32,5782,2,52139,36480,42,3,3689
41322,22,5782,2,10732,3314,42,2,0
41323,22,5782,2,704102,72118,13,33,56220
41324,24,5782,2,188902,31049,8,62,47575
41325,62,5782,2,41122,14320,3,29,22807
41326,22,5782,2,439195,96898,16,69,99551
41327,37,5782,2,791042,274448,26,229,240545
41328,0,5782,2,40,40,15,1,655
41329,79,5782,2,40,40,3,1,655
41330,44,5782,2,543,236,11,5,2406
41331,76,5782,2,15755,5015,14,8,10192
41332,8,5782,2,182161,47678,24,61,71680
41333,22,5782,2,86701,16259,31,7,25880
41334,24,5782,2,36248,11300,21,21,16574
41335,71,5782,2,104,200,33,1,310
41336,24,5782,2,271396,40892,11,59,55090
41337,22,5782,2,17350,4749,41,2,203
41338,26,5782,2,2299,801,8,2,8838
41339,79,5782,2,240,156,7,3,0
41340,95,5782,2,175923,67896,21,71,79910
41341,41,5782,2,9235,3153,27,5,10637
41342,30,5782,2,9686,3091,12,6,11793
41343,40,5782,2,7111,1132,2,2,243
41344,98,5782,2,21512,5674,36,1,0
41345,31,5782,2,741,704,7,2,2749
41346,24,5782,2,49516,3397,31,2,6799
41347,95,5782,2,167108,49810,35,21,48182
41348,41,5782,2,18183,1338,7,3,3059
41349,8,5782,2,18259,5329,26,10,9170
41350,37,5782,2,45050,9713,13,20,20380
41351,37,5782,2,0,1316,12,1,1893
41352,62,5782,2,31664,9888,33,5,12406
41353,47,5782,2,320,208,14,2,540
41354,24,5782,2,154864,39001,26,63,64754
41355,78,5782,2,205217,57358,7,75,89336
41356,76,5782,2,200,184,11,3,2047
41357,62,5782,2,18848,6719,39,3,3149
41358,25,5782,2,41809,9144,11,19,31693
41359,28,5782,2,328,432,19,2,1351
41360,8,5782,2,16381,5065,36,4,10162
41361,33,5782,2,1757,1372,2,16,16214
41362,25,5782,2,2304,1080,26,1,1910
41363,66,5782,2,2260,276,10,2,386
41364,78,5782,2,9511,1601,3,2,1444
41365,37,5782,2,48553,14083,21,25,38850
41366,10,5782,2,9749,7558,5,5,3671
41367,99,5782,2,14863,10724,35,2,260
41368,28,5782,2,492,700,2,3,2070
41369,32,5782,2,1347,1924,41,2,0
41370,49,5782,2,40,40,15,1,762
41371,62,5782,2,105539,27938,23,35,41515
41372,3,5782,2,302,196,19,2,316
41373,24,5782,2,11455,3076,36,2,0
41374,50,5782,2,386,188,3,4,1914
41375,98,5782,2,62476,13296,41,6,7938
41376,22,5782,2,259983,24677,30,6,9046
41377,8,5782,2,292777,72686,15,72,65973
41378,99,5782,2,360,416,2,1,2061
41379,62,5782,2,11957,3388,36,2,10563
41380,25,5782,2,7277,1106,25,2,3498
41381,95,5782,2,49154,13319,31,8,11216
41382,22,5782,2,29221,9359,35,5,5578
41383,3,5782,2,10785,2723,17,4,7531
41384,22,5782,2,27054,8289,40,4,10812
41385,15,5782,2,240,236,28,2,1121
41386,10,5782,2,324,156,2,1,629
41387,8,5782,2,182929,47189,4,75,49881
41388,28,5782,2,2621,763,8,4,1989
41389,24,5782,2,139311,31286,10,44,32242
41390,62,5782,2,34825,8471,21,13,8149
41391,98,5782,2,23881,4802,34,2,3367
41392,41,5782,2,400,496,18,1,5330
41393,78,5782,2,7106,913,9,2,3484
41394,57,5782,2,13356,4239,3,16,33348
41395,76,5782,2,16600,5159,6,8,16634
41396,99,5782,2,5191,1326,33,1,0
41397,15,5782,2,120,120,24,2,1142
41398,50,5782,2,111,82,4,1,679
41399,78,5782,2,411,308,26,1,0
41400,62,5782,2,12601,3694,31,2,266
41401,95,5782,2,290254,86516,33,26,58867
41402,24,5782,2,100777,25869,23,44,47508
41403,11,5782,2,4156,2753,11,7,6699
41404,22,5782,2,17313,5671,44,4,10551
41405,42,5782,2,6825,1422,43,1,1012
41406,99,5782,2,6140,1523,30,1,3829
41407,26,5782,2,84238,19228,15,28,32341
41408,8,5782,2,143168,43063,6,79,62386
41409,8,5782,2,78562,18230,12,25,33954
41410,98,5782,2,18251,3214,37,1,5232
41411,7,5782,2,120,120,19,1,740
41412,37,5782,2,18166,5512,19,8,5567
41413,8,5782,2,104175,31093,9,36,54984
41414,62,5782,2,606835,120430,44,28,41297
41415,24,5782,2,280578,12568,25,18,21399
41416,44,5782,2,6139,1032,1,1,0
41417,66,5782,2,1143,822,19,7,4086
41418,28,5782,2,869,208,26,4,1549
41419,24,5782,2,35893,9562,6,16,9793
41420,13,5782,2,40,40,7,1,756
41421,99,5782,2,34589,15123,26,37,36452
41422,95,5782,2,450240,162837,18,160,226117
41423,24,5782,2,169488,20849,14,31,16898
41424,62,5782,2,9404,3350,20,5,3490
41425,42,5782,2,6670,1287,40,1,0
41426,99,5782,2,130488,19131,40,2,3567
41427,62,5782,2,39178,15348,41,6,6110
41428,6,5782,2,0,62,11,1,0
41429,8,5782,2,5410,1621,37,1,3200
41430,53,5782,2,302,212,18,3,1833
41431,23,5782,2,80,80,7,1,899
41432,37,5782,2,755731338,24326634,22,204,292305
41433,95,5782,2,42015059,1134511,22,255,349317
41434,24,5782,2,17416,4660,35,3,3725
41435,28,5782,2,107433,29135,7,42,26835
41436,37,5782,2,328724,45767,17,53,70868
41437,38,5782,2,120,172,13,3,1754
41438,75,5782,2,41,41,14,1,2611
41439,24,5782,2,20855,4304,38,3,5683
41440,11,5782,2,3655,1281,10,2,1790
41441,74,5782,2,2975,2621,1,6,5377
41442,99,5782,2,199471,53966,41,18,23459
41443,37,5782,2,181405,38069,25,67,72351
41444,89,5782,2,1855,1237,28,5,8750
41445,82,5782,2,11448,3594,7,6,4462
41446,8,5782,2,245930,47191,28,73,92285
41447,8,5782,2,7680,2748,21,6,6096
41448,12,5782,2,40,40,5,1,768
41449,95,5782,2,1298129,341944,28,150,242991
41450,23,5782,2,26085,15689,9,14,12282
41451,11,5782,2,80,52,12,1,309
41452,42,5782,2,6999,2347,21,6,1076
41453,84,5782,2,187345174,1908499,2,55,47547
41454,18,5782,2,31643,5932,23,7,7738
41455,70,5782,2,40,40,21,1,626
41456,74,5782,2,86192,46228,27,44,78468
41457,56,5782,2,1252,1794,12,2,3704
41458,22,5782,2,224524,12709,45,3,1809
41459,82,5782,2,467,246,25,1,0
41460,99,5782,2,21376,9551,29,4,7088
41461,62,5782,2,11964,4010,45,3,0
41462,22,5782,2,73104,21856,43,9,9575
41463,24,5782,2,12397,3686,20,7,9967
41464,79,5782,2,921,548,4,11,5262
41465,22,5782,2,60859,15255,32,6,10807
41466,8,5782,2,118700,40276,11,69,63630
41467,72,5782,2,1466,775,1,2,22
41468,95,5782,2,56114394,1571193,44,65,121219
41469,85,5782,2,15199,5604,1,15,27281
41470,66,5782,2,27281,5478,21,10,11305
41471,8,5782,2,99278,29558,23,25,39482
41472,77,5782,2,41,41,4,1,688
41473,8,5782,2,10820,3242,35,2,3470
41474,46,5782,2,34146,8056,3,5,9409
41475,22,5782,2,11086,6434,22,3,4944
41476,91,5782,2,123629132,3249333,31,13,15583
41477,24,5782,2,1362444,85962,27,75,61593
41478,25,5782,2,6369,1635,6,1,3567
41479,13,5782,2,157,61,10,1,48
41480,70,5782,2,0,1200,18,1,2381
41481,25,5782,2,2477,1716,23,5,10842
41482,22,5782,2,10966,3650,33,1,0
41483,8,5782,2,60420,21844,13,27,21446
41484,0,5782,2,52182,10094,3,6,13333
41485,82,5782,2,4816,1516,17,2,3900
41486,22,5782,2,267321,53944,14,37,70908
41487,57,5782,2,2494,2270,4,3,12580
41488,70,5782,2,7905,372,19,2,950
41489,95,5782,2,372082,113578,26,51,93066
41490,24,5782,2,9219,2177,22,2,2500
41491,22,5782,2,402438,87749,10,65,55941
41492,95,5782,2,435971,138036,19,88,96346
41493,91,5782,2,55341902,1230105,32,11,14905
41494,24,5782,2,1166518,120823,19,96,140301
41495,25,5782,2,85512,19205,10,27,35962
41496,31,5782,2,941,794,4,2,5482
41497,74,5782,2,21788,3881,13,8,5468
41498,89,5782,2,103227,9826,26,19,36543
41499,33,5782,2,80,80,11,2,902
41500,33,5782,2,2517,1191,13,3,1567
41501,7,5782,2,25426,5032,12,10,14471
41502,22,5782,2,728995,55492,15,19,32637
41503,62,5782,2,109393,30631,1,48,46213
41504,82,5782,2,546,328,27,2,264
41505,93,5782,2,0,400,1,1,0
41506,10,5783,2,13657,4468,38,2,3211
41507,4,5783,2,491513,41431,31,3,4717
41508,13,5783,2,10775,3478,31,1,2852
41509,57,5783,2,40,40,27,1,149
41510,81,5783,2,0,410,4,1,0
41511,83,5783,2,24267507,346470,24,43,51057
41512,10,5783,2,0,680,1,1,0
41513,10,5783,2,50083,14931,32,1,0
41514,90,5783,2,40,40,15,1,577
41515,79,5783,2,132965,22604,2,14,14898
41516,4,5783,2,753769,52175,16,9,3977
41517,77,5783,2,1256270,107877,15,19,8711
41518,10,5783,2,952331,134524,15,55,47058
41519,74,5783,2,120,120,4,1,504
41520,43,5783,2,348,338,17,1,728
41521,50,5783,2,164,58,22,1,47
41522,4,5783,2,6002627,541335,11,107,156356
41523,50,5783,2,358731,26023,14,18,5202
41524,4,5783,2,28858654,653787,15,47,72286
41525,50,5783,2,348,418,19,1,0
41526,10,5783,2,88829,22334,31,5,704
41527,94,5783,2,209676,50608,5,45,42883
41528,4,5783,2,2124052,59038,21,12,16864
41529,43,5783,2,508,546,12,1,0
41530,4,5783,2,1291005,263734,5,70,75493
41531,10,5783,2,265,133,28,2,168
41532,28,5783,2,2721152,57788,15,28,50743
41533,43,5783,2,924,826,8,2,307
41534,98,5783,2,252124,34122,39,7,18756
41535,50,5783,2,368612,30020,8,11,10197
41536,97,5783,2,323180,31937,42,7,3401
41537,18,5783,2,810,624,21,1,0
41538,83,5783,2,31764976,529388,32,4,10450
41539,4,5783,2,917,1946,4,2,51
41540,94,5783,2,40,40,9,1,511
41541,10,5783,2,466235,18361,34,2,249
41542,83,5783,2,52980622,1145110,23,58,70518
41543,93,5783,2,746,0,20,6,0
41544,5,5783,2,217793,15040,5,4,5635
41545,50,5783,2,404,298,15,2,207
41546,82,5783,2,5496,3644,12,10,1382
41547,78,5783,2,40,52,16,1,134
41548,53,5783,2,213742,37210,14,57,111533
41549,43,5783,2,308071,31588,3,27,24097
41550,16,5783,2,158908,4779,31,1,0
41551,90,5783,2,1224,0,12,1,0
41552,50,5783,2,348,418,27,1,0
41553,94,5783,2,15523,7612,4,13,15057
41554,93,5783,2,0,480,5,1,0
41555,79,5783,2,770265,56356,26,14,21659
41556,7,5783,2,135848,4968,25,1,0
41557,50,5783,2,816,798,24,1,2656
41558,10,5783,2,19228187,253724,19,21,27854
41559,10,5783,2,422158,51131,6,28,16026
41560,83,5783,2,936369,61149,18,27,19696
41561,47,5783,2,70328,5356,16,2,11971
41562,50,5783,2,284,178,13,1,7866
41563,4,5783,2,384105,54784,32,14,29559
41564,50,5783,2,160,156,25,1,376
41565,19,5783,2,576059,21195,25,10,22311
41566,82,5783,2,658,578,25,1,3839
41567,10,5783,2,328,116,21,2,142
41568,28,5783,2,252,252,28,1,4263
41569,82,5783,2,22704,7565,8,11,13409
41570,82,5783,2,11735,3683,10,4,50
41571,83,5783,2,158935,12840,16,5,16679
41572,43,5783,2,696,683,15,3,330
41573,83,5783,2,12562,2083,30,1,0
41574,10,5783,2,36440,3508,13,3,1579
41575,82,5783,2,98384,6847,17,2,4141
41576,94,5783,2,21504,16820,7,13,14484
41577,83,5783,2,9267497,133653,15,19,10194
41578,82,5783,2,12174,6008,9,12,19031
41579,10,5783,2,29000696,579890,8,112,164964
41580,97,5783,2,12598,3242,31,1,2519
41581,83,5783,2,13697,2111,33,1,2816
41582,82,5783,2,67249,6620,14,4,3471
41583,10,5783,2,26406,3530,7,2,6897
41584,50,5783,2,181488,25983,18,7,8292
41585,90,5783,2,53725,4624,6,2,576
41586,47,5783,2,40,40,23,1,120
41587,47,5783,2,92,184,11,1,941
41588,53,5783,2,480,584,12,2,10727
41589,50,5783,2,131276,9026,7,4,19159
41590,26,5783,2,139283,3495,45,1,0
41591,83,5783,2,27418,10253,25,4,5420
41592,28,5783,2,756,756,6,2,4273
41593,50,5783,2,584722,32167,17,10,16052
41594,43,5783,2,1372,1021,4,1,0
41595,10,5783,2,243927,31308,41,4,2208
41596,19,5783,2,544161,15172,32,2,3404
41597,50,5783,2,15563,5298,21,5,7881
41598,79,5783,2,233,104,17,1,655
41599,93,5783,2,40,40,13,1,586
41600,13,5783,2,86524,34485,33,5,8412
41601,29,5783,2,240,288,16,1,0
41602,25,5783,2,40,41,23,1,616
41603,83,5783,2,65858,6410,35,2,5203
41604,37,5783,2,184,68,26,1,48
41605,56,5783,2,0,41,1,1,0
41606,16,5783,2,2206082,137614,33,11,24429
41607,50,5783,2,115055,7287,6,4,8062
41608,28,5783,2,10372,10372,16,17,25871
41609,26,5783,2,83030,2827,4,2,47
41610,43,5783,2,428,418,14,3,591
41611,93,5783,2,66944,0,21,2,5404
41612,50,5783,2,69289,4101,11,5,248
41613,19,5783,2,178841,3365,37,1,3630
41614,53,5783,2,237,172,15,1,619
41615,28,5783,2,369,41,26,1,11
41616,36,5783,2,388,200,16,2,576
41617,43,5783,2,348,338,25,1,742
41618,10,5783,2,92509,22569,42,6,20585
41619,36,5783,2,40,80,22,1,390
41620,82,5783,2,21038,2797,5,3,2832
41621,56,5783,2,252,255,22,1,4189
41622,50,5783,2,58239,7802,2,3,3481
41623,10,5783,2,32959,2080,3,4,5179
41624,79,5783,2,465532,45294,1,19,27327
41625,38,5783,2,52165,0,31,1,0
41626,83,5783,2,2020244,140768,27,15,9835
41627,57,5783,2,40,52,18,1,149
41628,10,5783,2,269,135,23,2,124
41629,0,5783,2,40,40,23,1,0
41630,10,5783,2,42570,13110,40,3,3754
41631,13,5783,2,120,240,5,1,239
41632,83,5783,2,4786074,117563,26,14,11174
41633,36,5783,2,237,80,19,1,508
41634,26,5783,2,165,59,3,1,52
41635,82,5783,2,101549,7811,11,3,3030
41636,4,5783,2,2613665,407732,22,79,103822
41637,10,5783,2,471548,71333,16,22,39346
41638,83,5783,2,11778508,276127,28,26,27990
41639,37,5783,2,12246,2063,25,2,8328
41640,70,5783,2,82,66,21,1,0
41641,10,5783,2,448,228,25,3,1004
41642,43,5783,2,198,58,23,1,54
41643,50,5783,2,21870,1664,23,3,8169
41644,5,5783,2,97737,6408,4,3,1581
41645,19,5783,2,129034,7921,45,1,2851
41646,4,5783,2,1138908,212226,34,18,28467
41647,50,5783,2,37240,4844,12,7,7812
41648,83,5783,2,87007,6480,17,3,1838
41649,83,5783,2,240232,31092,36,4,2781
41650,82,5783,2,101851,6672,38,2,0
41651,43,5783,2,382,338,7,1,628
41652,18,5783,2,97310,2514,5,2,4199
41653,4,5783,2,74804,4040,30,2,5249
41654,28,5783,2,756,756,7,3,0
41655,97,5783,2,18033,3000,34,2,5713
41656,83,5783,2,43170433,1011127,34,5,1662
41657,82,5783,2,303467,18997,22,6,2750
41658,50,5783,2,35209,2960,10,1,1059
41659,83,5783,2,7733200,366277,31,10,23442
41660,78,5783,2,810,744,19,3,5817
41661,50,5783,2,76460,5042,28,2,3042
41662,30,5783,2,44687,2060,10,2,2351
41663,94,5783,2,12172,7414,8,17,28047
41664,28,5783,2,3152877,70424,9,3,4819
41665,50,5783,2,202959,16339,3,4,8413
41666,10,5783,2,7506641,35585,18,2,0
41667,0,5784,2,7868,289512,11,5,2637
41668,75,5784,2,68018,2548,26,1,0
41669,19,5784,2,11387,1043,6,2,782
41670,6,5784,2,172858,7762,11,6,1991
41671,28,5784,2,129292,10007,17,7,15592
41672,29,5784,2,125478,5223,7,2,109
41673,8,5784,2,317134,17035,24,3,12474
41674,0,5784,2,4636,144756,9,2,2642
41675,31,5784,2,570685,24581,10,16,13617
41676,47,5784,2,315837,15913,23,4,7782
41677,12,5784,2,24801,883,25,3,5259
41678,31,5784,2,92058,4893,25,3,2107
41679,12,5784,2,98328,1931,17,2,8931
41680,30,5784,2,298,76,23,1,189
41681,26,5784,2,213259,2294,15,2,455
41682,31,5784,2,16303,804,7,2,2126
41683,75,5784,2,724,156,25,1,427
41684,31,5784,2,73935,4127,27,6,6835
41685,0,5784,2,6676,264300,1,3,1602
41686,6,5784,2,74370,2714,20,2,1010
41687,28,5784,2,0,240,26,1,7564
41688,31,5784,2,7128,923,26,2,512
41689,31,5784,2,34968,1401,19,3,3864
41690,95,5784,2,313445,13543,19,3,11975
41691,31,5784,2,361,77,14,1,44
41692,31,5784,2,79288,3143,12,2,3382
41693,28,5784,2,146493,7297,10,2,8887
41694,23,5784,2,172,222,12,1,342
41695,0,5784,2,19036,723780,4,11,2647
41696,31,5784,2,14435,960,16,2,296
41697,28,5784,2,231,149,6,1,5377
41698,6,5784,2,148138,5000,4,2,8382
41699,6,5784,2,27245,1146,7,1,680
41700,30,5784,2,298,76,10,1,129
41701,42,5784,2,312768,12579,2,3,5891
41702,0,5784,2,9808,353604,10,6,6961
41703,50,5784,2,0,200,28,1,0
41704,18,5784,2,410,128,5,1,2293
41705,31,5784,2,13028,1688,2,2,416
41706,95,5784,2,321453,14043,18,3,6464
41707,31,5784,2,940877,23446,9,3,2169
41708,18,5784,2,52,52,22,1,2664
41709,31,5784,2,9572893,153493,21,10,4178
41710,11,5784,2,4427,796,11,1,2304
41711,78,5785,2,148851,51367,15,13,13188
41712,78,5785,2,91543,23382,18,14,23462
41713,30,5785,2,21660,4940,7,4,44
41714,57,5785,2,91313,18931,39,2,7162
41715,78,5785,2,9580,2005,41,1,4926
41716,57,5785,2,20376,4338,2,5,11501
41717,31,5785,2,9622,1978,44,1,3650
41718,13,5785,2,312,3176,23,5,539
41719,31,5785,2,250343,27579,31,3,6514
41720,30,5785,2,52531,20232,23,20,38975
41721,47,5785,2,13098,6534,11,8,5586
41722,47,5785,2,2682,1011,19,2,2738
41723,78,5785,2,73567,31385,5,14,11316
41724,30,5785,2,1746,3124,3,1,0
41725,0,5785,2,0,640,4,1,4833
41726,78,5785,2,34807,7850,38,3,14078
41727,78,5785,2,143447,23667,17,3,716
41728,31,5785,2,16979,9577,11,4,3158
41729,57,5785,2,58295,19820,11,9,22819
41730,78,5785,2,9684,2129,28,1,6052
41731,16,5785,2,205,521,14,2,5846
41732,36,5785,2,300,264,23,1,3933
41733,30,5785,2,93929,15644,41,2,5386
41734,15,5785,2,385,255,17,3,234
41735,16,5785,2,32811,9178,32,1,0
41736,78,5785,2,71,55,23,1,47
41737,43,5785,2,0,80,7,1,100
41738,78,5785,2,237898,53995,27,28,43026
41739,15,5785,2,195,57,19,1,177
41740,31,5785,2,9781,4510,33,1,0
41741,30,5785,2,116437,21389,27,16,14707
41742,78,5785,2,153005,53890,11,11,21865
41743,47,5785,2,20594,14400,20,13,21110
41744,30,5785,2,200546,36987,6,16,23238
41745,78,5785,2,42825,23162,16,11,22788
41746,78,5785,2,129974,35065,22,10,49
41747,30,5785,2,125197,30652,45,6,13474
41748,47,5785,2,11335,6064,21,8,24230
41749,57,5785,2,194788,41699,27,19,32223
41750,14,5786,2,0,4212,1,14,33802
41751,25,5786,2,576,824,34,1,0
41752,14,5786,2,0,6568,8,21,35670
41753,25,5786,2,3163,1229,20,2,0
41754,77,5786,2,8008,6398,11,2,1552
41755,77,5786,2,4068,3144,12,1,0
41756,25,5786,2,269,71,23,1,152
41757,77,5786,2,2129,1649,20,1,0
41758,14,5786,2,0,2808,3,9,11238
41759,40,5786,2,540,440,21,1,0
41760,77,5786,2,4248,3544,7,3,0
41761,25,5786,2,1987,1725,21,5,226
41762,77,5786,2,3819,3218,8,1,0
41763,77,5786,2,2002,1572,3,1,0
41764,25,5786,2,7505,1751,7,3,4248
41765,2,5786,2,12152,1987,8,2,8841
41766,14,5786,2,0,1248,11,4,3616
41767,77,5786,2,1769,1401,24,1,0
41768,25,5786,2,1803,1457,13,1,0
41769,25,5786,2,5367,1559,25,2,7732
41770,13,5786,2,11217,11044,25,2,3549
41771,77,5786,2,2092,1637,1,1,0
41772,25,5786,2,508,455,18,1,3651
41773,0,5786,2,1060,856,17,3,11602
41774,25,5786,2,3920,2383,11,3,12811
41775,25,5786,2,7652,1751,24,4,4246
41776,25,5786,2,14841,4544,19,8,3136
41777,77,5786,2,6639,4939,6,3,5367
41778,77,5786,2,9292,6884,15,2,1732
41779,14,5786,2,0,5008,9,16,38049
41780,14,5786,2,0,936,2,3,4629
41781,25,5786,2,10780,3822,35,2,3818
41782,11,5786,2,15282,3931,7,1,3102
41783,25,5786,2,7761,1833,28,2,0
41784,25,5786,2,9813,4834,16,5,1201
41785,14,5786,2,0,2184,7,7,7178
41786,77,5786,2,6276,4911,17,2,0
41787,14,5786,2,0,4056,4,13,13393
41788,22,5787,2,0,154,25,1,0
41789,0,5787,2,77,137,18,2,99
41790,78,5787,2,77,137,18,2,64
41791,22,5787,2,78,216,20,2,941
41792,8,5787,2,77,137,24,2,19
41793,8,5787,2,77,213,4,2,80
41794,22,5787,2,78,62,24,1,87
41795,30,5787,2,77,137,6,2,74
41796,90,5788,2,8183,13068,3,34,64659
41797,23,5788,2,52,0,8,1,0
41798,18,5788,2,80,64,24,1,44
41799,66,5788,2,334,350,6,2,52
41800,70,5788,2,681,828,14,1,4783
41801,99,5788,2,1198,1700,22,3,2602
41802,2,5788,2,184,104,3,1,1425
41803,24,5788,2,8094,9137,4,3,6661
41804,90,5788,2,7669,12771,1,22,17314
41805,56,5788,2,1407,1897,15,2,7720
41806,92,5788,2,142,70,25,1,575
41807,28,5788,2,2490,3042,8,8,9733
41808,66,5788,2,52,208,18,2,583
41809,8,5788,2,22191,32635,14,115,75490
41810,44,5788,2,1000,791,27,2,4922
41811,57,5788,2,63,147,11,1,600
41812,47,5788,2,6355,9201,24,12,14244
41813,76,5788,2,468,428,11,1,0
