edge_id:int,source_node_id:int,target_node_id:int,label_id:int,type:string,call_duration:string,call_in_out:string
6081,3155,39,0,1,32,1
6082,2803,39,0,1,99,1
6083,3017,39,0,1,102,1
6084,3004,39,0,1,59,1
6085,3155,39,0,1,108,1
6086,2804,39,0,1,21,1
6087,3017,39,0,1,27,1
6088,3398,39,0,1,78,1
6089,3097,39,0,1,65,1
6090,3096,39,0,1,191,1
6091,2918,39,0,1,259,1
6092,2647,39,0,1,36,1
6093,3096,39,0,1,110,1
6094,3100,39,0,1,28,1
6095,3019,39,0,1,41,1
6096,2778,39,0,1,39,1
6097,3097,39,0,1,83,1
6098,3173,39,0,1,262,1
6099,2340,39,0,1,15,1
6100,3007,39,0,1,7,1
6101,3399,39,0,1,14,1
6102,3321,39,0,1,16,1
6103,1428,39,0,1,37,1
6104,3235,39,0,1,53,1
6105,2801,39,0,1,96,1
6106,2918,39,0,1,144,1
6107,2918,39,0,1,238,1
6108,3084,39,0,1,130,1
6109,3124,39,0,1,25,1
6110,3004,39,0,1,77,1
6111,2778,39,0,1,30,1
6112,2918,39,0,1,39,1
6113,2338,39,0,1,80,1
6114,3109,39,0,1,9,1
6115,3109,39,0,1,9,1
6116,2780,39,0,1,20,1
6117,2363,39,0,1,85,1
6118,3007,39,0,1,153,1
6119,3143,39,0,1,18,1
6120,3236,39,0,1,64,1
6121,3007,39,0,1,306,1
6122,3007,39,0,1,40,1
6123,3017,39,0,1,16,1
6124,2801,39,0,1,97,1
6125,3017,39,0,1,46,1
6126,3322,39,0,1,33,1
6127,2340,39,0,1,11,1
6128,2918,39,0,1,46,1
6129,3293,39,0,1,23,1
6130,3144,39,0,1,25,1
6131,3155,39,0,1,115,1
6132,3098,39,0,1,132,1
6133,3398,39,0,1,144,1
6134,2801,39,0,1,13,1
6135,3125,39,0,1,7,1
6136,3018,39,0,1,11,1
6137,3110,39,0,1,12,1
6138,2338,39,0,1,74,1
6139,2647,39,0,1,7,1
6140,3007,39,0,1,49,1
6141,2646,39,0,1,6,1
6142,2340,39,0,1,44,1
6143,3143,39,0,1,29,1
6144,2649,39,0,1,72,1
6145,2918,39,0,1,166,1
6146,3017,39,0,1,23,1
6147,1428,39,0,1,8,1
6148,3235,39,0,1,18,1
6149,3399,39,0,1,21,1
6150,2340,39,0,1,50,1
6151,3017,39,0,1,41,1
6152,2341,39,0,1,262,1
6153,3096,39,0,1,42,1
6154,3083,39,0,1,7,1
6155,1080,40,0,1,21,1
6156,544,40,0,1,18,1
6157,4782,40,0,1,38,1
6158,1080,40,0,1,103,1
6159,984,40,0,1,77,1
6160,1350,40,0,1,23,1
6161,544,40,0,1,14,1
6162,544,40,0,1,33,1
6163,5507,40,0,1,313,1
6164,544,40,0,1,38,1
6165,543,40,0,1,30,1
6166,1592,40,0,1,30,1
6167,5129,40,0,1,81,1
6168,544,40,0,1,72,1
6169,3991,40,0,1,24,1
6170,774,40,0,1,18,1
6171,543,40,0,1,21,1
6172,4105,40,0,1,18,1
6173,544,40,0,1,47,1
6174,1080,40,0,1,26,1
6175,544,40,0,1,123,1
6176,543,40,0,1,68,1
6177,1684,40,0,1,593,1
6178,543,40,0,1,69,1
6179,271,40,0,1,84,1
6180,4106,40,0,1,33,1
6181,271,40,0,1,38,1
6182,543,40,0,1,12,1
6183,984,40,0,1,53,1
6184,774,40,0,1,28,1
6185,1080,40,0,1,81,1
6186,544,40,0,1,21,1
6187,544,40,0,1,26,1
6188,273,40,0,1,71,1
6189,271,40,0,1,83,1
6190,1351,40,0,1,19,1
6191,273,40,0,1,1492,1
6192,1351,40,0,1,16,1
6193,3991,40,0,1,43,1
6194,774,40,0,1,31,1
6195,984,40,0,1,23,1
6196,3681,40,0,1,164,1
6197,4292,40,0,1,266,1
6198,543,40,0,1,25,1
6199,1369,40,0,1,32,1
6200,984,40,0,1,15,1
6201,544,40,0,1,20,1
6202,543,40,0,1,28,1
6203,4729,40,0,1,140,1
6204,273,40,0,1,119,1
6205,986,40,0,1,591,1
6206,273,40,0,1,2115,1
6207,774,40,0,1,18,1
6208,544,40,0,1,46,1
6209,544,40,0,1,50,1
6210,542,40,0,1,185,1
6211,1080,40,0,1,68,1
6212,544,40,0,1,31,1
6213,544,40,0,1,87,1
6214,544,40,0,1,11,1
6215,984,40,0,1,422,1
6216,4791,40,0,1,638,1
6217,4697,40,0,1,13,1
6218,4782,40,0,1,24,1
6219,3849,41,0,1,36,1
6220,224,41,0,1,6,1
6221,221,41,0,1,27,1
6222,4559,41,0,1,17,1
6223,4338,41,0,1,192,1
6224,3604,41,0,1,204,1
6225,224,41,0,1,57,1
6226,224,41,0,1,43,1
6227,224,41,0,1,110,1
6228,220,41,0,1,24,1
6229,3595,41,0,1,19,1
6230,4840,41,0,1,153,1
6231,3597,41,0,1,10,1
6232,1875,41,0,1,22,1
6233,224,41,0,1,169,1
6234,224,41,0,1,35,1
6235,224,41,0,1,224,1
6236,224,41,0,1,185,1
6237,224,41,0,1,101,1
6238,224,41,0,1,211,1
6239,1213,41,0,1,54,1
6240,3595,41,0,1,224,1
6241,224,41,0,1,323,1
6242,222,41,0,1,83,1
6243,3605,41,0,1,9,1
6244,221,41,0,1,211,1
6245,517,41,0,1,38,1
6246,224,41,0,1,61,1
6247,1473,41,0,1,34,1
6248,1213,41,0,1,25,1
6249,4638,41,0,1,10,1
6250,3403,41,0,1,20,1
6251,4314,41,0,1,56,1
6252,4725,41,0,1,30,1
6253,224,41,0,1,296,1
6254,223,41,0,1,18,1
6255,4641,41,0,2,23,1
6256,241,41,0,1,1225,1
6257,1475,41,0,1,19,1
6258,1783,41,0,1,141,1
6259,221,41,0,1,34,1
6260,224,41,0,1,54,1
6261,224,41,0,1,1154,1
6262,221,41,0,1,70,1
6263,220,41,0,1,201,1
6264,4840,41,0,1,73,1
6265,3595,41,0,1,130,1
6266,4640,41,0,1,117,1
6267,1302,41,0,1,8,1
6268,224,41,0,1,34,1
6269,3857,41,0,1,17,1
6270,224,41,0,1,36,1
6271,4699,41,0,1,7,1
6272,4339,41,0,1,168,1
6273,3594,41,0,1,39,1
6274,4974,41,0,1,85,1
6275,3606,41,0,1,39,1
6276,224,41,0,1,153,1
6277,224,41,0,1,445,1
6278,1782,41,0,1,35,1
6279,224,41,0,1,52,1
6280,3608,41,0,1,112,1
6281,221,41,0,1,15,1
6282,221,41,0,1,368,1
6283,224,41,0,1,250,1
6284,1782,41,0,1,41,1
6285,4891,41,0,1,16,1
6286,4640,41,0,1,25,1
6287,4643,41,0,1,13,1
6288,224,41,0,1,590,1
6289,224,41,0,1,437,1
6290,3595,41,0,1,95,1
6291,224,41,0,1,197,1
6292,4314,41,0,1,156,1
6293,4340,41,0,1,17,1
6294,4339,41,0,1,147,1
6295,4144,41,0,1,60,1
6296,224,41,0,1,111,1
6297,517,41,0,1,182,1
6298,3604,41,0,1,64,1
6299,1782,41,0,1,60,1
6300,4974,41,0,1,219,1
6301,4560,41,0,1,8,1
6302,4562,41,0,1,76,1
6303,221,41,0,1,82,1
6304,224,41,0,1,30,1
6305,1475,41,0,1,18,1
6306,224,41,0,1,4,1
6307,224,41,0,1,40,1
6308,1212,41,0,1,129,1
6309,220,41,0,1,33,1
6310,1782,41,0,1,50,1
6311,5350,41,0,1,18,1
6312,224,41,0,1,381,1
6313,4060,41,0,1,30,1
6314,241,41,0,1,38,1
6315,4144,41,0,1,196,1
6316,224,41,0,1,39,1
6317,241,41,0,1,47,1
6318,4642,41,0,1,48,1
6319,224,41,0,1,243,1
6320,4845,41,0,1,19,1
6321,239,41,0,1,95,1
6322,3595,41,0,1,51,1
6323,4891,41,0,1,13,1
6324,3606,41,0,1,64,1
6325,1474,41,0,1,98,1
6326,4642,41,0,1,948,1
6327,4338,41,0,1,61,1
6328,224,41,0,1,562,1
6329,224,41,0,1,77,1
6330,4529,41,0,1,8,1
6331,224,41,0,1,674,1
6332,4639,41,0,1,13,1
6333,224,41,0,1,271,1
6334,1302,41,0,1,44,1
6335,5020,41,0,1,16,1
6336,224,41,0,1,30,1
6337,4637,41,0,1,42,1
6338,224,41,0,1,494,1
6339,224,41,0,1,55,1
6340,224,41,0,1,28,1
6341,224,41,0,1,93,1
6342,220,41,0,1,78,1
6343,224,41,0,1,88,1
6344,224,41,0,1,23,1
6345,4148,41,0,1,32,1
6346,224,41,0,1,161,1
6347,224,41,0,1,122,1
6348,224,41,0,1,213,1
6349,224,41,0,1,272,1
6350,5513,41,0,1,176,1
6351,517,41,0,1,39,1
6352,220,41,0,1,62,1
6353,4839,41,0,1,48,1
6354,5383,41,0,1,17,1
6355,1782,41,0,1,26,1
6356,224,41,0,1,67,1
6357,224,41,0,1,157,1
6358,4698,41,0,1,115,1
6359,224,41,0,1,578,1
6360,4061,41,0,1,28,1
6361,224,41,0,1,281,1
6362,224,41,0,1,48,1
6363,1782,41,0,1,29,1
6364,5384,41,0,1,45,1
6365,224,41,0,1,9,1
6366,220,41,0,1,42,1
6367,224,41,0,1,150,1
6368,3996,42,0,1,22,1
6369,1646,42,0,1,17,1
6370,1714,42,0,1,15,1
6371,5422,42,0,1,11,1
6372,259,42,0,1,12,1
6373,4919,42,0,1,18,1
6374,5251,42,0,1,7,1
6375,259,42,0,1,18,1
6376,954,42,0,1,86,1
6377,5001,42,0,1,51,1
6378,3957,42,0,1,34,1
6379,120,42,0,1,34,1
6380,3957,42,0,1,509,1
6381,4325,42,0,1,18,1
6382,1499,42,0,1,25,1
6383,4971,42,0,1,112,1
6384,3504,42,0,1,67,1
6385,259,42,0,1,13,1
6386,3813,42,0,1,120,1
6387,1711,42,0,1,9,1
6388,259,42,0,1,7,1
6389,3765,42,0,1,10,1
6390,119,42,0,1,56,1
6391,1714,42,0,1,15,1
6392,4323,42,0,1,15,1
6393,1712,42,0,1,29,1
6394,358,42,0,1,78,1
6395,1713,42,0,1,37,1
6396,954,42,0,1,15,1
6397,1007,42,0,1,18,1
6398,3996,42,0,1,7,1
6399,5298,42,0,1,50,1
6400,5423,42,0,1,11,1
6401,121,42,0,1,22,1
6402,5155,42,0,1,9,1
6403,4370,42,0,1,45,1
6404,120,42,0,2,33,1
6405,1715,42,0,1,13,1
6406,5001,42,0,1,42,1
6407,4837,42,0,1,28,1
6408,1714,42,0,1,19,1
6409,5423,42,0,1,40,1
6410,257,42,0,1,59,1
6411,3993,42,0,1,147,1
6412,257,42,0,1,104,1
6413,1006,42,0,1,19,1
6414,3503,42,0,1,19,1
6415,1500,42,0,1,10,1
6416,3617,42,0,1,58,1
6417,953,42,0,1,69,1
6418,1001,42,0,1,15,1
6419,118,42,0,1,13,1
6420,4917,42,0,1,8,1
6421,4918,42,0,1,13,1
6422,256,42,0,1,44,1
6423,1008,42,0,1,10,1
6424,4324,42,0,1,16,1
6425,259,42,0,1,40,1
6426,3813,42,0,1,58,1
6427,1009,42,0,1,20,1
6428,3503,42,0,1,240,1
6429,1005,42,0,1,32,1
6430,120,42,0,1,15,1
6431,120,42,0,1,22,1
6432,258,42,0,1,55,1
6433,3672,42,0,1,28,1
6434,120,42,0,1,26,1
6435,4838,42,0,1,10,1
6436,1004,42,0,1,24,1
6437,4326,42,0,1,10,1
6438,3996,42,0,1,47,1
6439,1713,42,0,1,40,1
6440,3772,42,0,1,49,1
6441,427,42,0,1,8,1
6442,1940,42,0,1,10,1
6443,953,42,0,1,47,1
6444,1711,42,0,1,14,1
6445,5299,42,0,1,58,1
6446,120,42,0,1,20,1
6447,1941,42,0,1,10,1
6448,3023,43,0,1,37,1
6449,1439,43,0,1,13,1
6450,3165,43,0,1,98,1
6451,3165,43,0,1,18,1
6452,1436,43,0,1,12,1
6453,3022,43,0,1,39,1
6454,1436,43,0,1,1,1
6455,2283,43,0,1,32,1
6456,3073,43,0,1,253,1
6457,2998,43,0,1,27,1
6458,1983,43,0,1,27,1
6459,3341,43,0,1,1,1
6460,3239,43,0,1,23,1
6461,3220,43,0,1,40,1
6462,3127,43,0,1,24,1
6463,3157,43,0,1,15,1
6464,1983,43,0,1,90,1
6465,1436,43,0,1,163,1
6466,1980,43,0,1,6,1
6467,3374,43,0,1,33,1
6468,3214,43,0,1,92,1
6469,1436,43,0,1,15,1
6470,3252,43,0,1,112,1
6471,1436,43,0,1,62,1
6472,1439,43,0,1,70,1
6473,1436,43,0,1,88,1
6474,3025,43,0,1,17,1
6475,3238,43,0,1,34,1
6476,3182,43,0,1,43,1
6477,3220,43,0,1,99,1
6478,3274,43,0,1,13,1
6479,1439,43,0,1,29,1
6480,3112,43,0,1,25,1
6481,3263,43,0,1,16,1
6482,1436,43,0,1,32,1
6483,2997,43,0,1,15,1
6484,1436,43,0,1,86,1
6485,1436,43,0,1,13,1
6486,1439,43,0,1,44,1
6487,1436,43,0,1,16,1
6488,2539,43,0,1,46,1
6489,3165,43,0,1,53,1
6490,1436,43,0,1,6,1
6491,1436,43,0,1,19,1
6492,3279,43,0,1,5,1
6493,3026,43,0,1,32,1
6494,1436,43,0,1,39,1
6495,3022,43,0,1,90,1
6496,3128,43,0,1,69,1
6497,2540,43,0,1,12,1
6498,1436,43,0,1,19,1
6499,1439,43,0,1,32,1
6500,1436,43,0,1,59,1
6501,3164,43,0,1,30,1
6502,2225,43,0,1,19,1
6503,3275,43,0,1,57,1
6504,1436,43,0,1,25,1
6505,1436,43,0,1,8,1
6506,3021,43,0,1,34,1
6507,1436,43,0,1,25,1
6508,1436,43,0,1,41,1
6509,2705,43,0,1,13,1
6510,1439,43,0,1,23,1
6511,2281,43,0,1,28,1
6512,1983,43,0,1,25,1
6513,3127,43,0,1,17,1
6514,1436,43,0,1,8,1
6515,3164,43,0,1,28,1
6516,3165,43,0,1,13,1
6517,1436,43,0,1,57,1
6518,1436,43,0,1,6,1
6519,3251,43,0,1,37,1
6520,2282,43,0,1,10,1
6521,2998,43,0,1,17,1
6522,3241,43,0,1,61,1
6523,1436,43,0,1,10,1
6524,1439,43,0,1,27,1
6525,1436,43,0,1,58,1
6526,2280,43,0,1,119,1
6527,1436,43,0,1,21,1
6528,2994,43,0,1,36,1
6529,1436,43,0,1,1,1
6530,2999,43,0,1,40,1
6531,1436,43,0,1,142,1
6532,2994,43,0,1,16,1
6533,3026,43,0,1,42,1
6534,1439,43,0,1,14,1
6535,1436,43,0,1,43,1
6536,1983,43,0,1,57,1
6537,3277,43,0,1,82,1
6538,2281,43,0,1,40,1
6539,2540,43,0,1,9,1
6540,3044,43,0,1,23,1
6541,3250,43,0,1,94,1
6542,2706,43,0,1,96,1
6543,2998,43,0,1,19,1
6544,3164,43,0,1,31,1
6545,2540,43,0,1,12,1
6546,1983,43,0,1,25,1
6547,3278,43,0,1,48,1
6548,2541,43,0,1,79,1
6549,1436,43,0,1,24,1
6550,1436,43,0,1,9,1
6551,3024,43,0,1,14,1
6552,1983,43,0,1,60,1
6553,2706,43,0,1,39,1
6554,1983,43,0,1,22,1
6555,3238,43,0,1,49,1
6556,2998,43,0,1,19,1
6557,3386,43,0,1,44,1
6558,3164,43,0,1,24,1
6559,1436,43,0,1,20,1
6560,3020,43,0,1,18,1
6561,1438,43,0,1,40,1
6562,1436,43,0,1,6,1
6563,3023,43,0,1,68,1
6564,3072,43,0,1,124,1
6565,2997,43,0,1,13,1
6566,3251,43,0,1,19,1
6567,1439,43,0,1,23,1
6568,1436,43,0,1,191,1
6569,1436,43,0,1,14,1
6570,1436,43,0,1,16,1
6571,1436,43,0,1,26,1
6572,3021,43,0,1,20,1
6573,1439,43,0,1,33,1
6574,2282,43,0,1,16,1
6575,2998,43,0,1,48,1
6576,3329,43,0,1,9,1
6577,1436,43,0,1,36,1
6578,1436,43,0,1,63,1
6579,3315,43,0,1,40,1
6580,2999,43,0,1,75,1
6581,2282,43,0,1,20,1
6582,3267,43,0,1,18,1
6583,3126,43,0,1,20,1
6584,1436,43,0,1,30,1
6585,1439,43,0,1,17,1
6586,1436,43,0,1,54,1
6587,3112,43,0,1,26,1
6588,3023,43,0,1,29,1
6589,3045,43,0,1,61,1
6590,2997,43,0,1,16,1
6591,1981,43,0,1,11,1
6592,1436,43,0,1,38,1
6593,1439,43,0,1,69,1
6594,1436,43,0,1,57,1
6595,3294,43,0,1,23,1
6596,2281,43,0,1,55,1
6597,1436,43,0,1,48,1
6598,3163,43,0,1,145,1
6599,1436,43,0,1,29,1
6600,1436,43,0,1,15,1
6601,1436,43,0,1,89,1
6602,1984,43,0,1,50,1
6603,4230,44,0,1,71,1
6604,5041,44,0,1,7,1
6605,193,44,0,1,16,1
6606,5505,44,0,1,68,1
6607,191,44,0,1,16,1
6608,4649,44,0,1,76,1
6609,4458,44,0,1,18,1
6610,193,44,0,1,718,1
6611,191,44,0,1,28,1
6612,191,44,0,1,8,1
6613,378,44,0,1,12,1
6614,635,44,0,1,48,1
6615,1824,44,0,1,15,1
6616,198,44,0,1,27,1
6617,191,44,0,1,19,1
6618,3569,44,0,1,23,1
6619,4650,44,0,1,12,1
6620,5224,44,0,1,13,1
6621,190,44,0,1,33,1
6622,250,44,0,1,15,1
6623,630,44,0,1,40,1
6624,193,44,0,1,112,1
6625,193,44,0,1,30,1
6626,191,44,0,1,9,1
6627,3875,44,0,1,13,1
6628,1249,44,0,1,6,1
6629,193,44,0,1,8,1
6630,1609,44,0,1,14,1
6631,3541,44,0,1,27,1
6632,191,44,0,1,265,1
6633,194,44,0,1,12,1
6634,191,44,0,1,11,1
6635,193,44,0,1,101,1
6636,193,44,0,1,11,1
6637,1610,44,0,1,30,1
6638,191,44,0,1,47,1
6639,1245,44,0,1,130,1
6640,193,44,0,1,81,1
6641,1244,44,0,1,8,1
6642,190,44,0,1,62,1
6643,192,44,0,1,75,1
6644,627,44,0,1,16,1
6645,4050,44,0,1,20,1
6646,4089,44,0,1,7,1
6647,1889,44,0,1,11,1
6648,193,44,0,1,14,1
6649,3574,44,0,1,14,1
6650,193,44,0,1,172,1
6651,194,44,0,1,39,1
6652,193,44,0,1,144,1
6653,635,44,0,1,28,1
6654,627,44,0,1,5,1
6655,635,44,0,1,46,1
6656,3877,44,0,1,74,1
6657,635,44,0,1,638,1
6658,191,44,0,1,37,1
6659,190,44,0,1,191,1
6660,528,44,0,1,19,1
6661,1772,44,0,1,10,1
6662,191,44,0,2,38,1
6663,190,44,0,1,427,1
6664,1540,44,0,1,28,1
6665,1742,44,0,1,199,1
6666,194,44,0,1,7,1
6667,4342,44,0,1,87,1
6668,525,44,0,1,12,1
6669,528,44,0,1,40,1
6670,253,44,0,1,26,1
6671,627,44,0,1,8,1
6672,1886,44,0,1,90,1
6673,4494,44,0,1,32,1
6674,193,44,0,1,1800,1
6675,190,44,0,1,49,1
6676,3569,44,0,1,95,1
6677,1608,44,0,1,28,1
6678,191,44,0,2,58,1
6679,1078,44,0,1,53,1
6680,200,44,0,1,52,1
6681,191,44,0,1,25,1
6682,193,44,0,1,47,1
6683,1605,44,0,1,13,1
6684,1885,44,0,1,25,1
6685,192,44,0,1,100,1
6686,4196,44,0,1,68,1
6687,190,44,0,1,104,1
6688,1077,44,0,1,8,1
6689,191,44,0,1,2,1
6690,191,44,0,1,6,1
6691,4461,44,0,1,6,1
6692,247,44,0,2,34,1
6693,5464,44,0,2,36,1
6694,3577,44,0,1,32,1
6695,1884,44,0,1,57,1
6696,4088,44,0,1,9,1
6697,627,44,0,1,44,1
6698,193,44,0,1,98,1
6699,658,44,0,1,42,1
6700,1245,44,0,1,68,1
6701,4613,44,0,1,17,1
6702,191,44,0,1,43,1
6703,191,44,0,1,86,1
6704,4424,44,0,1,18,1
6705,520,44,0,1,31,1
6706,193,44,0,1,245,1
6707,3545,44,0,1,3,1
6708,193,44,0,1,133,1
6709,4195,44,0,1,29,1
6710,193,44,0,1,90,1
6711,1886,44,0,1,142,1
6712,635,44,0,1,19,1
6713,4229,44,0,1,29,1
6714,252,44,0,1,13,1
6715,193,44,0,1,1085,1
6716,523,44,0,1,30,1
6717,633,44,0,1,15,1
6718,191,44,0,1,39,1
6719,193,44,0,1,1800,1
6720,5504,44,0,1,9,1
6721,627,44,0,1,25,1
6722,193,44,0,1,1342,1
6723,1610,44,0,1,22,1
6724,249,44,0,1,10,1
6725,632,44,0,1,62,1
6726,1771,44,0,1,8,1
6727,193,44,0,1,79,1
6728,3569,44,0,1,201,1
6729,5338,44,0,1,48,1
6730,191,44,0,1,22,1
6731,190,44,0,1,68,1
6732,191,44,0,1,10,1
6733,4341,44,0,1,46,1
6734,3577,44,0,1,55,1
6735,4998,44,0,1,38,1
6736,635,44,0,1,12,1
6737,5044,44,0,1,10,1
6738,4049,44,0,1,13,1
6739,200,44,0,1,60,1
6740,191,44,0,1,27,1
6741,1886,44,0,1,521,1
6742,191,44,0,1,50,1
6743,193,44,0,1,97,1
6744,635,44,0,1,14,1
6745,200,44,0,1,37,1
6746,635,44,0,1,90,1
6747,193,44,0,1,488,1
6748,3879,44,0,1,83,1
6749,1251,44,0,1,43,1
6750,4652,44,0,1,45,1
6751,191,44,0,1,76,1
6752,1642,44,0,1,13,1
6753,3539,44,0,1,131,1
6754,191,44,0,1,58,1
6755,635,44,0,1,923,1
6756,5043,44,0,1,23,1
6757,193,44,0,1,9,1
6758,1741,44,0,1,24,1
6759,3545,44,0,1,15,1
6760,4494,44,0,1,178,1
6761,191,44,0,2,6,1
6762,529,44,0,1,23,1
6763,4496,44,0,1,13,1
6764,191,44,0,1,19,1
6765,193,44,0,1,149,1
6766,191,44,0,2,10,1
6767,635,44,0,1,58,1
6768,4996,44,0,1,45,1
6769,5178,44,0,1,17,1
6770,1251,44,0,1,32,1
6771,191,44,0,1,41,1
6772,1251,44,0,1,33,1
6773,522,44,0,2,10,1
6774,193,44,0,1,785,1
6775,520,44,0,1,75,1
6776,379,44,0,1,63,1
6777,191,44,0,1,102,1
6778,193,44,0,1,692,1
6779,190,44,0,1,22,1
6780,1824,44,0,1,14,1
6781,1829,44,0,1,9,1
6782,191,44,0,1,421,1
6783,193,44,0,1,16,1
6784,1606,44,0,1,44,1
6785,627,44,0,1,156,1
6786,635,44,0,1,86,1
6787,1824,44,0,1,68,1
6788,1607,44,0,1,1,1
6789,4495,44,0,1,13,1
6790,524,44,0,1,12,1
6791,193,44,0,1,100,1
6792,4459,44,0,1,11,1
6793,3576,44,0,1,14,1
6794,1824,44,0,1,267,1
6795,518,44,0,1,36,1
6796,627,44,0,1,19,1
6797,5027,44,0,1,60,1
6798,193,44,0,1,137,1
6799,3544,44,0,1,12,1
6800,1610,44,0,1,12,1
6801,191,44,0,1,63,1
6802,4652,44,0,1,40,1
6803,191,44,0,1,23,1
6804,1772,44,0,1,36,1
6805,4614,44,0,1,30,1
6806,191,44,0,1,28,1
6807,193,44,0,1,14,1
6808,191,44,0,1,27,1
6809,5398,44,0,1,49,1
6810,1246,44,0,1,21,1
6811,522,44,0,1,16,1
6812,3545,44,0,1,11,1
6813,4993,44,0,1,15,1
6814,191,44,0,1,73,1
6815,3540,44,0,1,18,1
6816,193,44,0,1,90,1
6817,191,44,0,1,45,1
6818,520,44,0,1,21,1
6819,1886,44,0,1,194,1
6820,627,44,0,1,24,1
6821,193,44,0,1,71,1
6822,191,44,0,1,23,1
6823,1647,44,0,1,12,1
6824,628,44,0,1,48,1
6825,3569,44,0,1,2,1
6826,1887,44,0,1,18,1
6827,193,44,0,1,1199,1
6828,194,44,0,1,13,1
6829,191,44,0,1,149,1
6830,635,44,0,1,126,1
6831,190,44,0,1,72,1
6832,1250,44,0,1,9,1
6833,199,44,0,1,38,1
6834,635,44,0,1,334,1
6835,5502,44,0,1,35,1
6836,4992,44,0,1,8,1
6837,627,44,0,1,26,1
6838,522,44,0,1,26,1
6839,5042,44,0,1,6,1
6840,658,44,0,1,73,1
6841,1828,44,0,1,96,1
6842,3781,44,0,1,10,1
6843,3575,44,0,1,10,1
6844,4651,44,0,1,45,1
6845,193,44,0,1,870,1
6846,3537,44,0,1,107,1
6847,1247,44,0,1,29,1
6848,1465,44,0,1,32,1
6849,191,44,0,1,222,1
6850,5501,44,0,1,24,1
6851,4195,44,0,1,19,1
6852,193,44,0,1,256,1
6853,194,44,0,1,10,1
6854,3537,44,0,1,42,1
6855,1824,44,0,1,401,1
6856,190,44,0,1,29,1
6857,635,44,0,1,247,1
6858,1828,44,0,1,42,1
6859,193,44,0,1,18,1
6860,3880,44,0,1,22,1
6861,191,44,0,1,110,1
6862,3782,44,0,1,8,1
6863,1606,44,0,1,297,1
6864,631,44,0,1,40,1
6865,193,44,0,1,1393,1
6866,3881,44,0,1,43,1
6867,193,44,0,1,32,1
6868,1078,44,0,1,69,1
6869,3783,44,0,1,65,1
6870,5314,44,0,1,23,1
6871,191,44,0,1,26,1
6872,5503,44,0,1,16,1
6873,191,44,0,1,197,1
6874,1243,44,0,1,38,1
6875,1466,44,0,1,126,1
6876,191,44,0,1,28,1
6877,191,44,0,1,7,1
6878,200,44,0,1,74,1
6879,193,44,0,1,23,1
6880,1824,44,0,1,222,1
6881,190,44,0,1,22,1
6882,1076,44,0,1,29,1
6883,193,44,0,1,1484,1
6884,627,44,0,1,93,1
6885,4602,44,0,1,6,1
6886,635,44,0,1,16,1
6887,191,44,0,1,34,1
6888,3537,44,0,1,424,1
6889,1824,44,0,1,176,1
6890,3878,44,0,1,10,1
6891,627,44,0,1,40,1
6892,1884,44,0,1,39,1
6893,193,44,0,1,114,1
6894,191,44,0,1,42,1
6895,193,44,0,1,68,1
6896,191,44,0,1,77,1
6897,1883,44,0,1,25,1
6898,193,44,0,1,293,1
6899,632,44,0,1,12,1
6900,190,44,0,1,606,1
6901,200,44,0,1,73,1
6902,634,44,0,1,24,1
6903,190,44,0,1,163,1
6904,5225,44,0,1,435,1
6905,3539,44,0,1,162,1
6906,3538,44,0,1,15,1
6907,5337,44,0,1,17,1
6908,633,44,0,1,5,1
6909,191,44,0,1,23,1
6910,1610,44,0,1,25,1
6911,635,44,0,1,57,1
6912,2057,45,0,1,13,1
6913,2057,45,0,1,344,1
6914,1577,45,0,1,5,1
6915,2057,45,0,1,296,1
6916,1577,45,0,1,11,1
6917,1577,45,0,1,101,1
6918,3688,45,0,1,74,1
6919,1577,45,0,1,26,1
6920,1578,45,0,1,667,1
6921,2057,45,0,1,71,1
6922,1577,45,0,1,231,1
6923,2402,45,0,1,3896,1
6924,2057,45,0,1,14,1
6925,2400,45,0,1,139,1
6926,1577,45,0,1,48,1
6927,2400,45,0,1,81,1
6928,2402,45,0,1,159,1
6929,2402,45,0,1,244,1
6930,1577,45,0,1,28,1
6931,1577,45,0,1,6,1
6932,1577,45,0,1,13,1
6933,2057,45,0,1,39,1
6934,1577,45,0,1,3,1
6935,2057,45,0,1,35,1
6936,1577,45,0,1,85,1
6937,1577,45,0,1,31,1
6938,2626,45,0,1,71,1
6939,2057,45,0,1,188,1
6940,2057,45,0,1,73,1
6941,2402,45,0,1,62,1
6942,2194,45,0,1,109,1
6943,2194,45,0,1,97,1
6944,2057,45,0,1,25,1
6945,2402,45,0,1,618,1
6946,1577,45,0,1,43,1
6947,2057,45,0,1,18,1
6948,2402,45,0,1,284,1
6949,1577,45,0,1,98,1
6950,1577,45,0,1,23,1
6951,2448,45,0,1,8,1
6952,2853,45,0,1,35,1
6953,2057,45,0,1,25,1
6954,1577,45,0,1,41,1
6955,2057,45,0,1,12,1
6956,2845,45,0,1,81,1
6957,2402,45,0,1,363,1
6958,2487,45,0,1,109,1
6959,1577,45,0,1,37,1
6960,2057,45,0,1,8,1
6961,2057,45,0,1,5,1
6962,1577,45,0,1,3,1
6963,2057,45,0,1,96,1
6964,2402,45,0,1,26,1
6965,2057,45,0,1,10,1
6966,2194,45,0,1,79,1
6967,1577,45,0,1,21,1
6968,1577,45,0,1,37,1
6969,1577,45,0,1,20,1
6970,2057,45,0,1,33,1
